Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
53,Travel_Frequently,196,Sales,21,1,Medical,1,1605,3,Female,93,3,1,Sales Executive,2,Single,3403.52,9716,9,Y,No,11,3,4,80,0,33,4,2,15,2,13,5,Yes
30,Travel_Rarely,980,Research & Development,14,3,Medical,1,1606,3,Male,75,2,2,Manufacturing Director,4,Married,5432.59,16331,5,Y,Yes,25,3,2,80,1,12,4,2,3,3,2,1,No
25,Travel_Rarely,1336,Sales,18,2,Marketing,1,1607,1,Male,64,3,2,Sales Executive,3,Divorced,5467.03,21330,5,Y,No,24,3,2,80,3,4,1,1,3,0,3,3,Yes
20,Travel_Rarely,928,Human Resources,15,2,Life Sciences,1,1608,1,Female,46,1,3,Human Resources,1,Married,7256.8,18472,4,Y,No,20,3,2,80,2,0,0,2,0,0,0,0,Yes
50,Travel_Rarely,236,Sales,10,3,Medical,1,1609,1,Male,71,3,2,Sales Executive,1,Divorced,5607.62,16241,6,Y,No,12,3,1,80,1,28,0,3,16,4,8,14,Yes
42,Travel_Rarely,1129,Sales,24,2,Life Sciences,1,1610,2,Female,58,3,2,Sales Executive,3,Single,5451.7,20934,4,Y,No,21,3,4,80,1,20,2,3,4,0,4,1,No
36,Travel_Frequently,1110,Research & Development,7,5,Technical Degree,1,1611,3,Male,99,1,3,Research Scientist,1,Divorced,7409.15,13006,1,Y,No,17,3,3,80,1,15,2,1,8,8,1,4,Yes
39,Travel_Rarely,208,Sales,8,3,Life Sciences,1,1612,4,Female,46,1,1,Sales Executive,1,Married,3744.91,24521,3,Y,No,25,3,2,80,0,20,1,3,3,3,1,3,Yes
26,Travel_Rarely,646,Research & Development,28,2,Marketing,1,1613,4,Female,43,2,1,Healthcare Representative,3,Single,3537.89,8357,0,Y,Yes,13,3,3,80,3,6,1,3,0,0,0,0,Yes
59,Travel_Rarely,1162,Sales,3,1,Life Sciences,1,1614,3,Female,53,2,2,Sales Executive,1,Single,5222.93,3445,6,Y,No,12,3,2,80,3,37,1,3,6,3,1,6,No
38,Travel_Frequently,761,Sales,15,1,Life Sciences,1,1615,4,Male,86,4,1,Sales Executive,1,Single,3118.23,23005,3,Y,Yes,16,3,3,80,1,19,3,2,13,2,10,12,Yes
37,Travel_Rarely,524,Human Resources,16,5,Medical,1,1616,2,Male,79,2,5,Human Resources,3,Married,11549.2,8335,3,Y,Yes,18,3,1,80,0,15,0,1,13,4,1,2,Yes
43,Non-Travel,729,Sales,4,3,Technical Degree,1,1617,2,Female,86,1,3,Sales Representative,1,Single,7126.68,20214,3,Y,Yes,25,4,2,80,0,25,1,4,6,2,4,5,Yes
41,Travel_Rarely,360,Research & Development,21,2,Medical,1,1618,1,Male,90,3,1,Laboratory Technician,2,Married,3090.69,25169,2,Y,Yes,18,3,1,80,3,21,6,1,15,2,4,8,Yes
39,Travel_Rarely,186,Human Resources,6,2,Technical Degree,1,1619,1,Male,68,3,1,Human Resources,3,Divorced,3097.76,25775,7,Y,No,21,3,1,80,3,17,0,1,17,2,11,14,Yes
29,Travel_Rarely,564,Research & Development,1,1,Medical,1,1620,1,Female,84,2,1,Research Scientist,4,Single,3627.49,18938,3,Y,Yes,12,3,4,80,0,8,5,1,5,1,4,2,Yes
41,Travel_Rarely,175,Sales,4,5,Medical,1,1621,1,Male,65,2,1,Sales Executive,1,Married,4096.77,13956,7,Y,Yes,16,3,3,80,2,23,4,4,6,2,5,4,Yes
53,Travel_Rarely,570,Sales,11,1,Life Sciences,1,1622,1,Male,66,1,1,Sales Executive,4,Married,3673.88,20818,8,Y,No,22,3,2,80,0,35,4,4,0,0,0,0,Yes
49,Travel_Rarely,513,Research & Development,12,1,Marketing,1,1623,4,Male,43,3,2,Laboratory Technician,1,Divorced,5943.41,8919,0,Y,No,15,3,1,80,2,28,0,3,16,11,8,2,No
51,Travel_Rarely,924,Research & Development,26,5,Life Sciences,1,1624,4,Male,56,4,4,Manufacturing Director,2,Married,9465.15,7593,3,Y,No,17,3,3,80,3,33,5,2,25,22,13,25,No
32,Travel_Frequently,994,Research & Development,29,3,Technical Degree,1,1625,1,Male,60,4,3,Laboratory Technician,3,Married,7571.11,18586,5,Y,No,14,3,4,80,0,12,4,3,2,0,0,0,Yes
28,Travel_Rarely,825,Sales,5,2,Technical Degree,1,1626,2,Female,73,2,1,Sales Representative,4,Married,4326.5,9153,7,Y,No,22,3,3,80,0,6,4,3,5,3,0,5,No
35,Travel_Frequently,556,Research & Development,23,3,Technical Degree,1,1627,4,Male,97,4,2,Laboratory Technician,3,Single,5914.35,6542,5,Y,No,23,3,3,80,0,17,4,4,6,4,3,4,No
37,Travel_Rarely,1408,Research & Development,29,4,Medical,1,1628,2,Female,77,1,2,Research Scientist,4,Single,5968.51,18192,5,Y,Yes,12,3,4,80,0,17,2,3,17,7,15,1,Yes
46,Travel_Rarely,1362,Research & Development,21,4,Medical,1,1629,2,Female,86,4,3,Laboratory Technician,1,Married,7367.9,15403,9,Y,No,20,3,4,80,1,25,5,3,5,5,2,4,Yes
21,Travel_Rarely,752,Sales,16,4,Marketing,1,1630,3,Female,51,2,3,Sales Executive,2,Single,7497.37,15065,3,Y,Yes,13,3,4,80,1,0,2,4,0,0,0,0,Yes
50,Travel_Rarely,771,Research & Development,13,5,Life Sciences,1,1631,3,Male,33,1,4,Laboratory Technician,4,Married,9702.83,11878,8,Y,Yes,19,3,1,80,3,29,0,1,27,8,10,20,Yes
35,Travel_Rarely,1495,Research & Development,13,1,Medical,1,1632,1,Female,75,3,2,Research Scientist,4,Single,5196.8,2828,6,Y,No,20,3,3,80,3,13,0,1,4,2,3,0,Yes
33,Travel_Rarely,594,Research & Development,17,3,Life Sciences,1,1633,2,Male,88,1,3,Research Scientist,2,Married,6318.41,9170,5,Y,No,18,3,4,80,0,15,3,4,14,0,5,7,Yes
27,Travel_Rarely,1168,Research & Development,27,2,Medical,1,1634,4,Male,63,2,1,Research Scientist,2,Single,3698.23,20406,0,Y,No,23,3,3,80,1,9,2,2,5,1,1,2,No
22,Travel_Rarely,1370,Research & Development,7,4,Life Sciences,1,1635,3,Female,40,2,2,Research Scientist,2,Divorced,5980.68,11749,1,Y,No,19,3,3,80,3,0,0,3,0,0,0,0,No
44,Travel_Rarely,696,Research & Development,8,3,Life Sciences,1,1636,3,Male,60,4,1,Laboratory Technician,2,Divorced,3527.6,22595,5,Y,No,15,3,1,80,2,24,2,1,0,0,0,0,Yes
37,Non-Travel,549,Research & Development,13,4,Life Sciences,1,1637,2,Female,40,4,2,Research Scientist,2,Single,5202.05,23338,0,Y,No,23,4,3,80,1,17,3,4,9,3,2,8,No
25,Travel_Frequently,584,Sales,23,4,Medical,1,1638,3,Male,85,3,2,Sales Representative,3,Single,5334.65,22471,4,Y,Yes,15,3,1,80,1,5,0,2,5,2,2,5,Yes
25,Travel_Frequently,745,Sales,27,2,Medical,1,1639,3,Female,67,3,1,Sales Executive,1,Married,2485.86,15216,0,Y,No,17,3,4,80,1,6,0,3,6,6,0,0,Yes
33,Travel_Frequently,719,Research & Development,16,5,Life Sciences,1,1640,4,Male,50,2,1,Research Scientist,1,Single,3333.39,13049,2,Y,No,17,3,4,80,0,13,0,4,8,7,0,6,Yes
52,Travel_Rarely,1141,Human Resources,29,1,Medical,1,1641,2,Female,39,2,1,Human Resources,4,Married,2942.46,8785,6,Y,Yes,11,3,3,80,2,34,0,4,32,8,13,4,Yes
34,Travel_Rarely,761,Research & Development,4,5,Life Sciences,1,1642,3,Male,55,2,1,Laboratory Technician,2,Single,3150.18,10998,4,Y,No,22,3,1,80,0,15,1,4,9,1,7,8,Yes
23,Non-Travel,857,Research & Development,8,3,Medical,1,1643,2,Male,37,3,1,Research Scientist,3,Divorced,2917.16,25550,9,Y,No,25,4,1,80,3,3,5,3,0,0,0,0,No
34,Travel_Rarely,388,Research & Development,16,5,Medical,1,1644,3,Male,37,2,1,Healthcare Representative,3,Divorced,2859.51,6655,0,Y,Yes,24,3,2,80,2,16,5,1,10,6,4,7,Yes
34,Travel_Rarely,820,Research & Development,21,3,Medical,1,1645,4,Male,89,3,1,Research Scientist,4,Married,2997.94,20458,0,Y,No,15,3,2,80,0,15,2,3,10,5,3,0,Yes
18,Travel_Rarely,737,Research & Development,10,3,Marketing,1,1646,2,Male,63,2,1,Laboratory Technician,2,Married,3816.41,8918,7,Y,No,18,3,4,80,1,0,2,3,0,0,0,0,No
36,Travel_Rarely,334,Research & Development,25,1,Life Sciences,1,1647,3,Male,45,1,5,Manufacturing Director,1,Divorced,11245.11,5436,8,Y,Yes,17,3,4,80,2,14,2,1,12,5,7,2,Yes
34,Travel_Rarely,515,Research & Development,12,2,Marketing,1,1648,4,Male,42,1,1,Laboratory Technician,2,Divorced,2946.04,23432,6,Y,No,21,3,2,80,1,16,3,4,2,2,0,2,Yes
43,Travel_Frequently,1037,Sales,12,1,Medical,1,1649,3,Male,51,2,1,Sales Executive,3,Divorced,3877.01,6872,2,Y,No,12,3,1,80,3,24,6,2,17,8,0,12,No
53,Travel_Rarely,598,Research & Development,26,5,Medical,1,1650,2,Male,56,1,2,Laboratory Technician,2,Single,5564.49,2360,5,Y,No,24,3,3,80,2,33,1,2,10,2,4,0,Yes
47,Travel_Rarely,1073,Research & Development,5,3,Medical,1,1651,3,Female,93,3,4,Laboratory Technician,1,Single,8318.17,13909,2,Y,Yes,18,3,3,80,3,28,6,1,4,0,3,4,Yes
34,Non-Travel,733,Research & Development,16,4,Life Sciences,1,1652,2,Female,31,4,3,Research Director,1,Married,7997.81,6599,9,Y,No,12,3,1,80,3,14,2,1,14,2,13,1,Yes
27,Travel_Rarely,1119,Research & Development,1,4,Medical,1,1653,2,Female,55,1,1,Healthcare Representative,4,Married,3536.04,12168,3,Y,No,20,3,4,80,3,7,2,4,3,3,3,1,No
60,Travel_Rarely,214,Research & Development,28,3,Medical,1,1654,3,Female,98,4,2,Research Scientist,3,Single,5885.19,8731,3,Y,No,11,3,3,80,2,39,0,2,3,2,2,0,No
37,Travel_Rarely,1031,Research & Development,9,1,Life Sciences,1,1655,4,Male,59,1,3,Research Director,2,Single,7387.39,4077,2,Y,No,21,4,1,80,3,15,6,2,7,2,1,5,No
37,Travel_Frequently,773,Sales,12,2,Life Sciences,1,1656,1,Male,37,3,3,Sales Executive,2,Divorced,8302.35,15750,9,Y,No,21,3,3,80,0,16,0,4,9,2,1,9,Yes
36,Non-Travel,1357,Research & Development,5,1,Life Sciences,1,1657,4,Male,67,1,3,Research Scientist,4,Divorced,7309.06,20557,5,Y,Yes,24,3,1,80,0,17,6,1,2,1,1,1,Yes
38,Travel_Rarely,1134,Research & Development,22,3,Technical Degree,1,1658,4,Female,90,1,4,Manufacturing Director,4,Married,8182.08,6691,4,Y,Yes,21,4,2,80,3,17,6,1,12,2,12,8,Yes
35,Travel_Frequently,305,Sales,20,3,Medical,1,1659,3,Female,94,2,4,Sales Executive,4,Divorced,9055.31,19773,8,Y,No,13,3,2,80,1,15,0,4,0,0,0,0,Yes
31,Travel_Rarely,346,Research & Development,22,2,Life Sciences,1,1660,4,Male,96,4,2,Research Scientist,3,Married,5751.07,24355,8,Y,No,13,3,3,80,3,12,2,1,4,0,2,4,No
32,Non-Travel,857,Research & Development,28,5,Life Sciences,1,1661,4,Male,75,4,2,Research Scientist,2,Divorced,5579.54,5514,2,Y,No,16,3,3,80,3,11,0,3,7,0,6,1,No
36,Travel_Frequently,1250,Sales,24,5,Medical,1,1662,1,Male,72,3,2,Sales Executive,4,Married,5438.74,4919,8,Y,No,22,3,3,80,1,18,2,1,18,10,12,10,Yes
32,Travel_Frequently,246,Research & Development,3,2,Marketing,1,1663,4,Male,88,3,3,Laboratory Technician,3,Single,7006.81,18385,2,Y,No,13,3,3,80,2,10,6,3,1,1,0,1,No
30,Travel_Rarely,217,Research & Development,5,5,Life Sciences,1,1664,1,Male,75,4,1,Laboratory Technician,2,Married,3509.21,20317,3,Y,Yes,17,3,2,80,2,12,3,2,0,0,0,0,Yes
37,Non-Travel,511,Research & Development,2,4,Life Sciences,1,1665,3,Male,64,2,5,Research Scientist,1,Married,11492.81,2393,0,Y,No,18,4,2,80,3,18,3,2,3,3,2,0,No
34,Travel_Frequently,462,Research & Development,14,5,Technical Degree,1,1666,1,Female,68,2,1,Laboratory Technician,4,Married,3487.68,15457,4,Y,Yes,13,3,1,80,0,13,4,1,10,5,6,4,Yes
50,Travel_Rarely,236,Research & Development,2,5,Life Sciences,1,1667,2,Male,80,4,2,Healthcare Representative,3,Single,5768.84,2529,8,Y,Yes,19,3,3,80,0,30,1,4,17,4,8,9,No
18,Travel_Frequently,1298,Research & Development,13,5,Life Sciences,1,1668,2,Female,33,1,4,Manufacturing Director,2,Divorced,9590.88,23007,1,Y,No,11,3,2,80,0,0,0,1,0,0,0,0,Yes
46,Travel_Rarely,1412,Research & Development,7,4,Other,1,1669,1,Female,80,4,1,Research Scientist,2,Single,3373.85,14211,3,Y,No,25,3,4,80,3,27,5,4,13,13,10,0,Yes
48,Travel_Frequently,1057,Research & Development,10,5,Medical,1,1670,2,Female,34,1,2,Research Director,4,Single,4998.72,22452,9,Y,Yes,13,3,1,80,0,29,0,2,23,10,6,10,Yes
18,Travel_Rarely,118,Sales,13,4,Life Sciences,1,1671,3,Female,84,4,1,Sales Executive,4,Married,4180.0,25891,1,Y,No,22,3,1,80,0,0,1,2,0,0,0,0,Yes
33,Travel_Frequently,294,Research & Development,16,2,Life Sciences,1,1672,2,Female,49,1,2,Research Scientist,2,Married,6490.8,8495,7,Y,Yes,13,3,1,80,2,14,6,2,10,10,2,5,Yes
33,Travel_Rarely,429,Research & Development,26,1,Life Sciences,1,1673,1,Female,53,2,1,Research Scientist,3,Married,4372.1,8953,8,Y,No,17,3,4,80,3,12,1,4,12,1,11,6,No
24,Travel_Rarely,274,Research & Development,14,2,Life Sciences,1,1674,3,Female,65,4,2,Research Scientist,1,Married,5849.54,23437,2,Y,Yes,21,3,4,80,2,6,6,4,6,0,4,1,Yes
29,Travel_Rarely,1101,Sales,11,1,Technical Degree,1,1675,2,Male,63,3,2,Sales Executive,2,Married,4662.46,21056,8,Y,No,21,4,4,80,1,9,4,2,9,8,8,6,No
27,Travel_Rarely,548,Research & Development,10,2,Medical,1,1676,3,Female,83,1,5,Research Scientist,3,Married,10601.33,3713,5,Y,No,15,3,2,80,2,7,1,1,3,1,0,3,Yes
52,Travel_Rarely,1045,Sales,6,1,Marketing,1,1677,1,Female,63,2,5,Sales Executive,4,Married,11225.79,22428,5,Y,No,14,4,4,80,3,30,2,4,8,1,1,7,No
45,Travel_Rarely,1477,Research & Development,4,1,Technical Degree,1,1678,2,Female,46,3,1,Research Scientist,2,Single,3472.62,2635,6,Y,Yes,12,3,1,80,0,26,0,3,12,4,7,1,Yes
48,Travel_Rarely,240,Research & Development,21,3,Medical,1,1679,3,Female,34,2,3,Healthcare Representative,4,Married,7452.09,23518,4,Y,Yes,17,3,3,80,3,29,1,2,25,17,10,10,No
43,Travel_Rarely,857,Research & Development,1,1,Life Sciences,1,1680,3,Male,47,1,1,Research Scientist,1,Divorced,3596.88,17193,5,Y,No,13,3,1,80,2,24,2,4,16,10,9,7,Yes
26,Travel_Rarely,1029,Research & Development,7,1,Medical,1,1681,2,Male,84,4,1,Healthcare Representative,4,Single,2803.78,25003,0,Y,No,17,4,1,80,3,8,1,2,1,0,1,0,Yes
32,Travel_Frequently,192,Research & Development,24,3,Technical Degree,1,1682,3,Male,82,2,1,Healthcare Representative,1,Married,4303.71,16633,2,Y,Yes,20,3,2,80,3,13,5,3,5,0,3,2,Yes
41,Travel_Rarely,338,Research & Development,9,5,Marketing,1,1683,3,Male,79,4,5,Research Scientist,4,Divorced,12252.62,11309,8,Y,No,22,3,1,80,2,19,2,1,6,4,3,5,No
26,Non-Travel,304,Research & Development,8,5,Life Sciences,1,1684,1,Female,74,4,4,Laboratory Technician,4,Married,8844.32,17778,4,Y,No,17,3,2,80,2,4,3,3,1,1,1,0,Yes
43,Travel_Frequently,659,Research & Development,5,3,Medical,1,1685,1,Male,42,2,1,Research Scientist,1,Married,2569.23,9445,4,Y,No,21,3,2,80,1,25,2,1,23,15,8,21,Yes
34,Travel_Rarely,344,Sales,19,4,Medical,1,1686,1,Male,45,2,1,Sales Representative,4,Divorced,3455.13,14415,7,Y,Yes,12,3,3,80,1,15,4,1,12,2,0,12,Yes
33,Travel_Rarely,931,Sales,10,1,Technical Degree,1,1687,1,Male,42,2,1,Sales Executive,3,Single,4131.05,16281,1,Y,No,17,3,1,80,2,12,6,4,9,8,1,9,No
43,Travel_Frequently,1440,Research & Development,11,1,Life Sciences,1,1688,1,Male,49,4,2,Research Scientist,4,Single,5483.91,8602,6,Y,No,16,3,3,80,3,22,2,1,15,5,5,11,Yes
40,Travel_Rarely,1024,Research & Development,25,3,Medical,1,1689,1,Female,95,3,2,Research Scientist,2,Divorced,5629.98,2037,8,Y,Yes,20,3,3,80,2,20,1,1,8,2,5,1,Yes
33,Travel_Rarely,394,Research & Development,15,3,Technical Degree,1,1690,2,Female,76,1,1,Research Scientist,4,Divorced,3280.14,11824,6,Y,No,14,3,1,80,0,15,3,1,7,7,7,4,Yes
47,Travel_Rarely,739,Sales,6,4,Medical,1,1691,1,Male,48,3,3,Sales Representative,3,Married,7573.14,5775,4,Y,No,21,3,1,80,1,26,3,2,24,0,5,13,Yes
27,Travel_Frequently,955,Research & Development,15,5,Medical,1,1692,3,Male,74,4,1,Laboratory Technician,2,Married,3972.24,22469,5,Y,No,15,3,4,80,0,7,2,4,6,0,0,4,No
42,Travel_Rarely,1405,Human Resources,5,2,Life Sciences,1,1693,2,Male,66,2,4,Human Resources,3,Divorced,9706.05,12555,3,Y,No,22,3,4,80,3,20,1,4,6,4,0,5,No
42,Travel_Rarely,116,Research & Development,29,5,Life Sciences,1,1694,3,Male,83,2,3,Manufacturing Director,2,Married,7787.75,7120,6,Y,Yes,18,3,2,80,0,22,3,1,21,5,4,20,Yes
34,Non-Travel,170,Research & Development,19,1,Life Sciences,1,1695,1,Male,35,1,2,Research Scientist,4,Single,4668.38,16678,0,Y,No,15,3,1,80,2,15,5,2,6,5,5,3,Yes
39,Travel_Frequently,1392,Research & Development,22,3,Technical Degree,1,1696,1,Female,43,1,3,Research Scientist,3,Single,8569.14,25128,3,Y,Yes,13,4,2,80,2,20,2,1,18,1,1,16,Yes
25,Travel_Rarely,1448,Sales,19,4,Life Sciences,1,1697,3,Male,33,3,3,Manager,4,Married,6674.37,19425,2,Y,Yes,12,3,3,80,2,3,2,4,3,1,1,3,Yes
45,Travel_Rarely,404,Research & Development,10,5,Medical,1,1698,3,Male,84,3,1,Research Scientist,2,Divorced,3578.21,6715,3,Y,No,16,3,3,80,0,27,6,4,8,2,0,5,No
35,Travel_Frequently,1130,Research & Development,12,4,Medical,1,1699,3,Male,63,1,1,Healthcare Representative,3,Divorced,3424.78,3394,0,Y,No,16,3,4,80,0,16,2,4,1,1,0,0,Yes
32,Travel_Rarely,1437,Human Resources,22,5,Life Sciences,1,1700,4,Female,56,4,4,Human Resources,1,Divorced,9446.55,4869,1,Y,No,17,3,2,80,0,13,3,4,11,6,8,6,Yes
46,Travel_Rarely,916,Research & Development,4,1,Medical,1,1701,4,Female,36,3,1,Research Scientist,3,Divorced,3934.91,5676,8,Y,Yes,18,3,1,80,2,26,0,2,26,3,13,19,No
30,Travel_Rarely,1226,Sales,18,2,Marketing,1,1702,4,Female,32,2,1,Sales Executive,4,Married,3146.09,5721,6,Y,No,14,3,1,80,2,10,1,3,6,3,0,0,Yes
24,Non-Travel,920,Research & Development,16,4,Technical Degree,1,1703,4,Male,76,2,2,Laboratory Technician,1,Married,5283.65,7690,5,Y,Yes,22,4,4,80,2,4,4,3,2,2,1,0,Yes
22,Travel_Rarely,292,Sales,8,4,Medical,1,1704,2,Female,31,4,3,Manager,1,Married,6926.7,7818,1,Y,Yes,18,3,4,80,0,1,4,2,1,0,0,0,Yes
42,Travel_Frequently,628,Research & Development,4,2,Medical,1,1705,1,Male,54,1,3,Healthcare Representative,2,Married,8061.08,2234,0,Y,No,22,3,2,80,0,20,1,1,14,13,14,12,Yes
25,Travel_Frequently,270,Research & Development,25,4,Life Sciences,1,1706,3,Male,89,3,4,Research Scientist,1,Married,9633.04,5140,1,Y,No,11,3,4,80,3,7,0,4,6,1,5,1,Yes
52,Travel_Rarely,350,Sales,23,4,Technical Degree,1,1707,1,Male,53,2,2,Sales Executive,1,Single,5818.61,10638,6,Y,Yes,16,3,4,80,1,32,6,4,5,4,3,5,Yes
18,Travel_Rarely,1330,Research & Development,12,5,Life Sciences,1,1708,3,Male,44,1,1,Laboratory Technician,2,Divorced,3905.99,14897,1,Y,Yes,16,3,4,80,2,0,6,4,0,0,0,0,Yes
52,Travel_Rarely,640,Research & Development,2,5,Marketing,1,1709,1,Female,43,3,2,Laboratory Technician,3,Married,6495.71,19383,2,Y,Yes,13,4,3,80,0,32,6,2,32,24,10,10,No
38,Travel_Rarely,515,Research & Development,4,2,Life Sciences,1,1710,2,Female,83,4,3,Laboratory Technician,4,Married,8408.47,19718,7,Y,No,19,3,2,80,1,19,6,2,13,11,6,4,No
36,Travel_Rarely,893,Research & Development,5,1,Technical Degree,1,1711,4,Male,35,2,1,Research Scientist,3,Married,3661.52,10325,6,Y,No,22,3,1,80,0,18,1,4,0,0,0,0,No
32,Travel_Frequently,1267,Research & Development,3,4,Marketing,1,1712,1,Female,47,4,1,Healthcare Representative,1,Married,3578.98,12624,8,Y,Yes,22,3,1,80,0,11,2,4,8,7,5,5,Yes
40,Travel_Rarely,124,Research & Development,9,1,Marketing,1,1713,3,Female,49,4,1,Laboratory Technician,4,Single,3233.93,23472,3,Y,No,15,3,2,80,2,20,5,1,5,4,3,4,Yes
36,Travel_Frequently,767,Research & Development,29,2,Life Sciences,1,1714,1,Female,91,4,2,Manufacturing Director,3,Divorced,5872.08,23863,6,Y,Yes,25,3,4,80,1,14,1,3,11,1,6,8,Yes
46,Travel_Rarely,1196,Research & Development,21,2,Medical,1,1715,2,Male,69,3,4,Laboratory Technician,4,Single,9853.56,8090,0,Y,Yes,11,3,4,80,0,27,1,2,17,12,16,12,No
38,Travel_Rarely,731,Research & Development,18,5,Medical,1,1716,2,Male,68,4,3,Laboratory Technician,1,Single,7135.3,13377,1,Y,No,17,3,1,80,1,18,5,3,16,15,0,6,Yes
38,Travel_Rarely,1216,Research & Development,11,4,Marketing,1,1717,1,Male,81,3,5,Research Director,3,Married,11859.89,19495,6,Y,No,20,3,3,80,1,20,3,4,1,0,1,0,Yes
33,Travel_Rarely,604,Sales,3,3,Life Sciences,1,1718,4,Female,61,3,1,Sales Executive,4,Married,4004.18,16870,1,Y,Yes,25,3,2,80,2,13,4,3,7,0,5,7,Yes
36,Travel_Frequently,435,Sales,25,2,Other,1,1719,3,Male,56,4,4,Sales Representative,4,Divorced,8939.18,21300,5,Y,Yes,24,3,4,80,1,17,4,3,1,0,0,0,Yes
39,Travel_Rarely,524,Sales,23,4,Technical Degree,1,1720,2,Male,81,4,3,Manager,3,Divorced,7594.96,25183,9,Y,Yes,13,3,3,80,3,17,2,2,15,1,10,9,No
21,Travel_Rarely,598,Research & Development,2,1,Life Sciences,1,1721,2,Male,92,1,1,Laboratory Technician,3,Divorced,3467.14,4103,8,Y,No,20,3,3,80,3,0,5,2,0,0,0,0,Yes
24,Travel_Rarely,1487,Research & Development,9,5,Marketing,1,1722,1,Male,92,2,5,Laboratory Technician,1,Single,11497.31,7125,4,Y,Yes,20,3,4,80,2,2,6,1,1,0,1,1,Yes
43,Travel_Rarely,1046,Research & Development,14,1,Medical,1,1723,2,Female,46,1,1,Research Scientist,2,Single,3023.67,8590,9,Y,No,21,3,2,80,2,24,6,4,22,2,8,5,Yes
38,Travel_Rarely,729,Research & Development,4,2,Medical,1,1724,2,Female,78,2,4,Research Scientist,4,Married,8586.72,12212,6,Y,No,14,4,2,80,3,18,2,1,4,4,1,1,No
35,Travel_Rarely,1322,Research & Development,29,2,Life Sciences,1,1725,3,Female,52,2,4,Research Scientist,3,Single,9122.29,11600,0,Y,Yes,16,4,1,80,2,16,3,2,16,7,2,14,Yes
37,Non-Travel,817,Research & Development,9,1,Medical,1,1726,4,Female,42,1,3,Research Scientist,3,Divorced,7052.27,4921,7,Y,No,18,4,1,80,1,18,2,1,1,1,1,0,Yes
40,Travel_Rarely,438,Research & Development,13,2,Marketing,1,1727,3,Male,52,1,2,Research Scientist,3,Married,5676.61,6734,8,Y,Yes,23,3,2,80,0,20,5,3,13,13,2,5,Yes
32,Travel_Frequently,758,Sales,18,4,Medical,1,1728,4,Male,86,2,1,Sales Executive,4,Divorced,3684.76,21757,4,Y,No,14,3,4,80,2,11,5,3,3,2,0,3,No
29,Travel_Rarely,1061,Research & Development,15,2,Medical,1,1729,3,Male,91,2,2,Research Scientist,1,Single,5656.3,25138,5,Y,No,25,4,2,80,3,7,0,2,6,4,6,1,No
38,Travel_Rarely,528,Research & Development,28,5,Medical,1,1730,1,Male,83,2,2,Laboratory Technician,2,Married,4801.63,18037,7,Y,No,22,3,1,80,0,20,3,3,14,14,9,6,Yes
28,Travel_Rarely,998,Research & Development,10,4,Marketing,1,1731,2,Male,49,3,3,Research Scientist,4,Married,6940.22,2836,3,Y,Yes,19,3,1,80,1,10,5,4,1,0,1,1,Yes
40,Travel_Rarely,238,Research & Development,16,3,Life Sciences,1,1732,4,Female,81,2,3,Research Scientist,1,Single,7191.66,14094,1,Y,No,18,4,1,80,0,20,5,2,12,2,4,11,Yes
21,Travel_Rarely,1041,Sales,12,2,Technical Degree,1,1733,1,Male,52,4,4,Sales Executive,4,Married,9511.57,11028,9,Y,Yes,20,3,2,80,3,3,3,4,3,0,0,0,Yes
46,Travel_Rarely,641,Research & Development,20,2,Medical,1,1734,2,Female,64,4,1,Laboratory Technician,4,Married,3332.45,12749,7,Y,No,20,3,2,80,0,25,6,2,1,0,1,0,Yes
41,Travel_Rarely,156,Research & Development,5,5,Life Sciences,1,1735,2,Male,96,4,3,Laboratory Technician,3,Married,7655.32,17432,1,Y,No,16,3,4,80,3,22,1,2,11,11,4,5,No
39,Travel_Rarely,1355,Research & Development,2,5,Life Sciences,1,1736,2,Male,63,1,4,Laboratory Technician,1,Married,9987.74,13051,4,Y,No,17,3,1,80,2,17,6,3,5,4,4,5,No
45,Travel_Rarely,757,Research & Development,10,1,Medical,1,1737,3,Male,62,1,3,Manufacturing Director,3,Single,7000.35,25091,5,Y,No,18,3,3,80,2,27,1,2,23,13,10,12,No
51,Non-Travel,534,Research & Development,1,1,Technical Degree,1,1738,1,Male,75,1,1,Laboratory Technician,3,Married,3019.36,17586,4,Y,No,12,3,3,80,3,33,0,2,28,11,15,5,Yes
46,Travel_Rarely,483,Sales,7,1,Life Sciences,1,1739,1,Male,74,2,1,Sales Executive,1,Single,3567.68,7312,5,Y,No,15,3,4,80,2,26,6,1,0,0,0,0,Yes
20,Travel_Rarely,659,Sales,26,5,Marketing,1,1740,2,Male,48,4,1,Manager,3,Single,3458.98,5822,5,Y,No,23,3,4,80,1,0,5,3,0,0,0,0,Yes
